PRO_pk,PRO_username,PRO_full_name,PRO_is_private,PRO_profile_pic_url,PRO_profile_pic_url_hd,PRO_is_verified,PRO_media_count,PRO_follower_count,PRO_following_count,PRO_description,PRO_external_url,PRO_account_type,PRO_is_business,PRO_category
45791674975,doggodorable,Golden Retrievers,False,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-19/151933340_119802146744166_6888359676606657120_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=y3zYOb-NG9cAX9RrcgK&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBQPmNlVIIvO0z27jw_RAnXrWS6_ThalxA7DcgVBK_xRQ&oe=6468EB4B&_nc_sid=1349e3,https://instagram.fsin14-1.fna.fbcdn.net/v/t51.2885-19/151933340_119802146744166_6888359676606657120_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fsin14-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=y3zYOb-NG9cAX9RrcgK&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBcIe7cnFLltsE0mVTLO-j-r_frwJXBMY51HDeJ2EqIFg&oe=6468EB4B&_nc_sid=1349e3,False,967,151925,6,"😍 | Daily Retriever Posts!
♥️ | Follow @doggodorable for more cuteness!
👇 | Shop Here",https://linktr.ee/Doggoproducts,,True,
